id,cluster,observacio,name,elegir,geometry
11,9,NA,3,derecha,"c(-89.9906729835402, 14.6590662511754)"
12,9,NA,4,derecha,"c(-89.988106042482, 14.6609094662411)"
14,9,NA,5,izquierda,"c(-89.9882600589454, 14.6609149848258)"
15,9,NA,6,derecha,"c(-89.9883570322743, 14.6609922449969)"
24,9,NA,7,derecha,"c(-89.9886479522609, 14.6613840640162)"
32,9,NA,8,derecha,"c(-89.9888932377398, 14.662029736082)"
34,9,NA,9,izquierda,"c(-89.9891385232187, 14.6622063298197)"
36,9,NA,10,izquierda,"c(-89.9889559851879, 14.6630617037214)"
38,9,NA,11,derecha,"c(-89.9890415498898, 14.6628409623892)"
41,9,NA,12,izquierda,"c(-89.9919336368155, 14.6634093708684)"
45,9,NA,13,izquierda,"c(-89.9907300266748, 14.6626919618642)"
52,9,NA,14,derecha,"c(-89.9952364343104, 14.6665217950198)"
53,9,NA,15,derecha,"c(-89.9951736868623, 14.6671288229425)"
54,9,NA,16,izquierda,"c(-89.9950538962796, 14.6671398597983)"
57,9,NA,17,izquierda,"c(-89.9946203684565, 14.6672778204481)"
59,9,NA,18,derecha,"c(-89.9942895182756, 14.6673661152184)"
61,9,NA,19,izquierda,"c(-89.9940043026025, 14.6673826704839)"
68,9,NA,20,derecha,"c(-89.9922815999367, 14.6660472083805)"
1,12,NA,1,izquierda,"c(-89.6717206312463, 14.6262337548508)"
2,12,NA,2,derecha,"c(-89.6720107918346, 14.6264950537958)"
3,12,NA,3,derecha,"c(-89.6718183090681, 14.6263783032418)"
4,12,NA,4,izquierda,"c(-89.6727663585148, 14.6268286264652)"
5,12,NA,5,izquierda,"c(-89.6726227146593, 14.6268397455455)"
6,12,NA,6,derecha,"c(-89.6725710028713, 14.6269203588604)"
7,12,NA,7,izquierda,"c(-89.6718355463307, 14.6267897096799)"
8,12,NA,8,izquierda,"c(-89.6717780887885, 14.6268870016303)"
9,12,NA,9,derecha,"c(-89.672125706919, 14.6266201436062)"
10,12,NA,10,izquierda,"c(-89.6723411727023, 14.6267257749462)"
15,12,NA,11,derecha,"c(-89.67295022265, 14.6269898530737)"
17,12,NA,12,derecha,"c(-89.6728094516715, 14.6269787340011)"
18,12,NA,13,derecha,"c(-89.6732260188526, 14.6269231386294)"
22,12,NA,14,izquierda,"c(-89.6763718192897, 14.6288133733684)"
23,12,NA,15,izquierda,"c(-89.6758288455156, 14.6289940567191)"
24,12,NA,16,izquierda,"c(-89.6781673674843, 14.6287911354072)"
26,12,NA,17,derecha,"c(-89.6743464409261, 14.6302115806507)"
28,12,NA,18,izquierda,"c(-89.6742343987187, 14.6303199899884)"
29,12,NA,19,derecha,"c(-89.6741769411765, 14.6302282590138)"
30,12,NA,20,izquierda,"c(-89.6740447888294, 14.6300336780318)"
31,12,NA,21,izquierda,"c(-89.6738953992196, 14.6302338184679)"
32,12,NA,22,izquierda,"c(-89.6741022463716, 14.6304534167921)"
36,12,NA,23,izquierda,"c(-89.6741798140536, 14.6307869834464)"
37,12,NA,24,izquierda,"c(-89.6737632468725, 14.6307536268037)"
38,12,NA,25,izquierda,"c(-89.6737172808387, 14.6307286093184)"
40,12,NA,26,izquierda,"c(-89.6738867805882, 14.6308397981201)"
41,12,NA,27,izquierda,"c(-89.673906890728, 14.6307591862445)"
42,12,NA,28,derecha,"c(-89.673829323046, 14.6307647456852)"
43,12,NA,29,izquierda,"c(-89.6736109843856, 14.6308536967164)"
44,12,NA,30,derecha,"c(-89.6736368402796, 14.630912070811)"
45,12,NA,31,derecha,"c(-89.6737057893302, 14.6309732246078)"
46,12,NA,32,derecha,"c(-89.6737747383809, 14.631042717538)"
47,12,NA,33,izquierda,"c(-89.6740706447234, 14.6311983816218)"
48,12,NA,34,derecha,"c(-89.6738867805882, 14.6312623150528)"
49,12,NA,35,derecha,"c(-89.6738005942749, 14.6312317381968)"
50,12,NA,36,derecha,"c(-89.6739270008678, 14.6313818427217)"
51,12,NA,37,derecha,"c(-89.6739471110076, 14.6314290978286)"
52,12,NA,38,derecha,"c(-89.6737488824869, 14.6315041500364)"
53,12,NA,39,derecha,"c(-89.673700043576, 14.6315680833783)"
54,12,NA,40,izquierda,"c(-89.6736799334362, 14.6316153384452)"
55,12,NA,41,derecha,"c(-89.6737345181013, 14.6316264572829)"
56,12,NA,42,derecha,"c(-89.6737948485207, 14.6317042891316)"
57,12,NA,43,derecha,"c(-89.6742229072103, 14.630647997402)"
58,12,NA,44,derecha,"c(-89.6739873312872, 14.6302449373757)"
62,12,NA,45,izquierda,"c(-89.6727835957775, 14.6333359718898)"
63,12,NA,46,derecha,"c(-89.6727692313919, 14.6334443796842)"
64,12,NA,47,izquierda,"c(-89.6728209431799, 14.6336028217488)"
65,12,NA,48,derecha,"c(-89.6725508927314, 14.6337557043342)"
66,12,NA,49,derecha,"c(-89.6725997316423, 14.6337557043342)"
67,12,NA,50,izquierda,"c(-89.6734242473733, 14.6339725194546)"
68,12,NA,51,derecha,"c(-89.6734386117589, 14.6341837750069)"
70,12,NA,52,derecha,"c(-89.6733035865346, 14.634478420569)"
71,12,NA,53,izquierda,"c(-89.6733926457251, 14.634636861887)"
72,12,NA,54,izquierda,"c(-89.6735765098602, 14.6347369300289)"
73,12,NA,55,izquierda,"c(-89.6732231459755, 14.6348647948104)"
74,12,NA,56,izquierda,"c(-89.6731541969248, 14.6349648628483)"
75,12,NA,57,izquierda,"c(-89.6727778500232, 14.6350065578507)"
76,12,NA,58,derecha,"c(-89.6726514434303, 14.6349176085028)"
77,12,NA,59,izquierda,"c(-89.6725882401339, 14.6349759815164)"
79,12,NA,60,izquierda,"c(-89.6725623842399, 14.6350232358494)"
5,13,NA,1,izquierda,"c(-89.823718754982, 14.7777582076539)"
12,13,NA,2,izquierda,"c(-89.8242891863283, 14.7772231909909)"
14,13,NA,3,derecha,"c(-89.8253444843189, 14.7767102356333)"
16,13,NA,4,izquierda,"c(-89.8276718442117, 14.7763572333931)"
19,13,NA,5,izquierda,"c(-89.827860086556, 14.7773114412529)"
26,13,NA,6,derecha,"c(-89.8274322630463, 14.7773665976484)"
30,13,NA,7,derecha,"c(-89.8268219015058, 14.7781829106646)"
31,13,NA,8,derecha,"c(-89.8263256262345, 14.778778596605)"
41,13,NA,9,izquierda,"c(-89.8271527516866, 14.7792308755796)"
44,13,NA,10,izquierda,"c(-89.8271584560001, 14.7794956238107)"
46,13,NA,11,derecha,"c(-89.8269074662077, 14.7796059354783)"
47,13,NA,12,derecha,"c(-89.8269416920885, 14.7798320742219)"
49,13,NA,13,derecha,"c(-89.8271926818809, 14.7789330334339)"
53,13,NA,14,derecha,"c(-89.8266450677884, 14.7781773950465)"
60,13,NA,15,izquierda,"c(-89.8304897750624, 14.7780174420579)"
66,13,NA,16,izquierda,"c(-89.8258065337094, 14.7801905863815)"
70,13,NA,17,izquierda,"c(-89.8265994332807, 14.7819555606916)"
71,13,NA,18,izquierda,"c(-89.8267078152365, 14.7820769021484)"
93,13,NA,19,izquierda,"c(-89.824260664761, 14.7834116536972)"
100,13,NA,20,izquierda,"c(-89.8235989643994, 14.7844320160826)"
3,17,NA,1,derecha,"c(-89.9739899319575, 14.6266048772294)"
5,17,NA,2,izquierda,"c(-89.9747124783294, 14.6266370740081)"
6,17,NA,3,izquierda,"c(-89.9739328888228, 14.6270326340469)"
12,17,NA,4,izquierda,"c(-89.9743464515489, 14.6275063852484)"
15,17,NA,5,derecha,"c(-89.9737807737972, 14.6277869558663)"
19,17,NA,6,izquierda,"c(-89.9743512051434, 14.6278145529569)"
21,17,NA,7,derecha,"c(-89.9740897574431, 14.6279801354276)"
24,17,NA,8,izquierda,"c(-89.9731105169653, 14.6289000357681)"
26,17,NA,9,derecha,"c(-89.9734670365567, 14.62826070544)"
27,17,NA,10,izquierda,"c(-89.9731152705598, 14.6282929019759)"
29,17,NA,11,derecha,"c(-89.9744890593855, 14.6281779143261)"
30,17,NA,12,izquierda,"c(-89.9748170574096, 14.6281227202328)"
35,17,NA,13,izquierda,"c(-89.9746982175458, 14.6283112999943)"
41,17,NA,14,izquierda,"c(-89.9737427450407, 14.6289736276288)"
45,17,NA,15,izquierda,"c(-89.973951903201, 14.6292955917293)"
51,17,NA,16,izquierda,"c(-89.9740136999302, 14.6290610179313)"
55,17,NA,17,derecha,"c(-89.9743797267108, 14.6288494413495)"
59,17,NA,18,izquierda,"c(-89.9745888848711, 14.6291254107636)"
62,17,NA,19,izquierda,"c(-89.9731437921271, 14.6315033328387)"
65,17,NA,20,derecha,"c(-89.9737760202026, 14.6316505147897)"
67,17,NA,21,derecha,"c(-89.9745128273582, 14.631756301756)"
70,17,NA,22,derecha,"c(-89.9734385149894, 14.6321334548732)"
72,17,NA,23,derecha,"c(-89.9738758456882, 14.6318344920897)"
76,17,NA,24,derecha,"c(-89.9748170574096, 14.632363425968)"
79,17,NA,25,derecha,"c(-89.9738615849046, 14.6328141686147)"
80,17,NA,26,derecha,"c(-89.9711377752261, 14.6331591240965)"
86,17,NA,27,derecha,"c(-89.9695310602674, 14.6330901330435)"
90,17,NA,28,izquierda,"c(-89.9691555262977, 14.6330027443452)"
91,17,NA,29,izquierda,"c(-89.970543575907, 14.6333293019344)"
96,17,NA,30,derecha,"c(-89.9716986993832, 14.6336558590376)"
103,17,NA,31,derecha,"c(-89.9728966052104, 14.6342077854311)"
110,17,NA,32,izquierda,"c(-89.9722073340003, 14.6350034768718)"
122,17,NA,33,izquierda,"c(-89.9731057633707, 14.6350034768718)"
125,17,NA,34,derecha,"c(-89.973951903201, 14.6348057041242)"
129,17,NA,35,derecha,"c(-89.9741468005777, 14.6348195022286)"
130,17,NA,36,derecha,"c(-89.9743036691979, 14.6348378996999)"
132,17,NA,37,izquierda,"c(-89.9742703940361, 14.6349942781433)"
143,17,NA,38,izquierda,"c(-89.9692173230269, 14.6347367135889)"
148,17,NA,39,derecha,"c(-89.9663413983228, 14.6348103034924)"
149,17,NA,40,derecha,"c(-89.9649818702808, 14.6336098651088)"
7,22,NA,1,derecha,"c(-90.0838444100255, 14.4523676943961)"
8,22,NA,2,izquierda,"c(-90.0839356790409, 14.4523676943961)"
19,22,NA,3,izquierda,"c(-90.0859378930663, 14.4530581687074)"
26,22,NA,4,derecha,"c(-90.0871757290878, 14.4544225396406)"
30,22,NA,5,derecha,"c(-90.0857667636625, 14.4543065408182)"
31,22,NA,6,derecha,"c(-90.0859435973798, 14.4538756875192)"
38,22,NA,7,izquierda,"c(-90.0847970303738, 14.4538094023221)"
42,22,NA,8,derecha,"c(-90.0842551205948, 14.4539419726965)"
44,22,NA,9,derecha,"c(-90.084083991191, 14.4538204498563)"
45,22,NA,10,izquierda,"c(-90.0835078555312, 14.4526549319701)"
50,22,NA,11,izquierda,"c(-90.0834108822023, 14.4539585439877)"
59,22,NA,12,derecha,"c(-90.0870502341916, 14.4539033063454)"
68,22,NA,13,derecha,"c(-90.0854815479893, 14.455902900249)"
78,22,NA,14,izquierda,"c(-90.0837816625774, 14.4554389076864)"
85,22,NA,15,derecha,"c(-90.0839756092352, 14.4556322380385)"
87,22,NA,16,izquierda,"c(-90.0841125127583, 14.4558587105229)"
90,22,NA,17,izquierda,"c(-90.0835534900389, 14.4561128013282)"
91,22,NA,18,derecha,"c(-90.083467925337, 14.4562895599779)"
96,22,NA,19,derecha,"c(-90.0836333504274, 14.4563392733228)"
98,22,NA,20,derecha,"c(-90.0839185661005, 14.4567977403128)"
1,24,NA,1,izquierda,"c(-90.0978786860192, 14.5606882378842)"
2,24,NA,2,derecha,"c(-90.0979129118999, 14.5607931387918)"
3,24,NA,3,derecha,"c(-90.0976733307345, 14.5610029404572)"
6,24,NA,4,derecha,"c(-90.098751445979, 14.5629408358792)"
7,24,NA,5,derecha,"c(-90.0985403863808, 14.5632113669341)"
9,24,NA,6,derecha,"c(-90.1013012740968, 14.5619083979872)"
10,24,NA,7,izquierda,"c(-90.1015978983969, 14.5622396620085)"
12,24,NA,8,derecha,"c(-90.1015465595757, 14.5628138518002)"
14,24,NA,9,izquierda,"c(-90.0961559833534, 14.5672361673086)"
17,24,NA,10,izquierda,"c(-90.0958251331726, 14.5671367904062)"
18,24,NA,11,derecha,"c(-90.0976847393614, 14.5689366095875)"
21,24,NA,12,derecha,"c(-90.0959677410091, 14.5680090972431)"
22,24,NA,13,derecha,"c(-90.0954999873052, 14.5676999255944)"
23,24,NA,14,izquierda,"c(-90.095226180259, 14.5679980554059)"
25,24,NA,15,derecha,"c(-90.0948040610627, 14.5688317125538)"
26,24,NA,16,derecha,"c(-90.0951463198705, 14.5688537961439)"
28,24,NA,17,derecha,"c(-90.0951976586916, 14.5696819291793)"
29,24,NA,18,derecha,"c(-90.0952718147667, 14.5695770325002)"
30,24,NA,19,izquierda,"c(-90.1018032536815, 14.5608814763594)"
34,24,NA,20,derecha,"c(-90.1015921940834, 14.5596944373379)"
30,25,NA,1,izquierda,"c(-89.7832220809194, 14.6696980751557)"
39,25,NA,2,derecha,"c(-89.7844142824331, 14.6691462381363)"
46,25,NA,3,izquierda,"c(-89.7840663193118, 14.6684288479311)"
78,25,NA,4,derecha,"c(-89.7858859953065, 14.6699188095739)"
102,25,NA,5,izquierda,"c(-89.783353280129, 14.6714253160333)"
112,25,NA,6,derecha,"c(-89.7819557233306, 14.6705368647605)"
113,25,NA,7,izquierda,"c(-89.7817275507921, 14.6711880281582)"
125,25,NA,8,izquierda,"c(-89.7811400065054, 14.6699353646463)"
133,25,NA,9,derecha,"c(-89.7811628237593, 14.6708403733649)"
141,25,NA,10,izquierda,"c(-89.7812369798343, 14.6717122684689)"
148,25,NA,11,derecha,"c(-89.7895766861169, 14.6679984126794)"
157,25,NA,12,derecha,"c(-89.7900786657016, 14.6680315231134)"
176,25,NA,13,izquierda,"c(-89.7905692366594, 14.6683295167943)"
180,25,NA,14,derecha,"c(-89.7889378030091, 14.6741734219812)"
232,25,NA,15,derecha,"c(-89.7837811036387, 14.6735608953313)"
274,25,NA,16,derecha,"c(-89.7807350002496, 14.6720654401807)"
319,25,NA,17,derecha,"c(-89.7822523476307, 14.6722861722112)"
321,25,NA,18,derecha,"c(-89.7828341876039, 14.672473794262)"
354,25,NA,19,izquierda,"c(-89.7833646887559, 14.6736491875668)"
384,25,NA,20,izquierda,"c(-89.780061891261, 14.6774070928088)"
2,29,NA,1,izquierda,"c(-89.972988657295, 14.6927537301301)"
4,29,NA,2,derecha,"c(-89.9729544314142, 14.6928420146161)"
6,29,NA,3,derecha,"c(-89.9727205545622, 14.6934544872556)"
10,29,NA,4,derecha,"c(-89.9717622299005, 14.6957443472304)"
13,29,NA,5,izquierda,"c(-89.9725665380987, 14.6949884202056)"
16,29,NA,6,izquierda,"c(-89.9720873757678, 14.6939179789226)"
20,29,NA,7,izquierda,"c(-89.9731027435642, 14.6941276534014)"
21,29,NA,8,derecha,"c(-89.9730799263104, 14.6942600792843)"
25,29,NA,9,izquierda,"c(-89.9731654910123, 14.6947180515106)"
26,29,NA,10,derecha,"c(-89.9730571090565, 14.6947511578994)"
32,29,NA,11,izquierda,"c(-89.9719846981255, 14.6964782008909)"
35,29,NA,12,izquierda,"c(-89.9728574580853, 14.6968202972436)"
36,29,NA,13,derecha,"c(-89.9728004149507, 14.6964009532533)"
38,29,NA,14,izquierda,"c(-89.9737701482394, 14.6960202323544)"
39,29,NA,15,derecha,"c(-89.9739070517625, 14.6981279832021)"
41,29,NA,16,izquierda,"c(-89.9721101930217, 14.6987459586525)"
42,29,NA,17,derecha,"c(-89.9726521028007, 14.6990273576086)"
45,29,NA,18,derecha,"c(-89.9695888864711, 14.6994246261059)"
52,29,NA,19,derecha,"c(-89.9712431373754, 14.6997446474255)"
59,29,NA,20,derecha,"c(-89.9746314995723, 14.699981904308)"
3,32,NA,1,derecha,"c(-90.0861812573593, 14.4406164892032)"
23,32,NA,2,izquierda,"c(-90.0882747404001, 14.4409645069123)"
24,32,NA,3,izquierda,"c(-90.0887139725368, 14.4404618144911)"
27,32,NA,4,izquierda,"c(-90.0886911552829, 14.4402242781167)"
36,32,NA,5,izquierda,"c(-90.0883888266694, 14.4413511926173)"
38,32,NA,6,derecha,"c(-90.0880123419808, 14.4418373108357)"
54,32,NA,7,izquierda,"c(-90.0869399310498, 14.442406288765)"
57,32,NA,8,derecha,"c(-90.0866604196902, 14.4415169148565)"
70,32,NA,9,derecha,"c(-90.0879210729654, 14.4423400001491)"
72,32,NA,10,derecha,"c(-90.087989524727, 14.4425278178428)"
81,32,NA,11,izquierda,"c(-90.0875046580827, 14.4428371642868)"
83,32,NA,12,derecha,"c(-90.0875103623961, 14.4425609621252)"
85,32,NA,13,izquierda,"c(-90.0873791631865, 14.4430581257692)"
91,32,NA,14,izquierda,"c(-90.0880180462943, 14.443627100576)"
93,32,NA,15,izquierda,"c(-90.0892444736888, 14.4417047332451)"
95,32,NA,16,derecha,"c(-90.0912295747738, 14.4443838900542)"
96,32,NA,17,izquierda,"c(-90.0912866179085, 14.4445054180517)"
112,32,NA,18,izquierda,"c(-90.0891589089869, 14.4461681353478)"
113,32,NA,19,derecha,"c(-90.0887710156714, 14.4463890935212)"
122,32,NA,20,izquierda,"c(-90.0905450571583, 14.4469193922418)"
3,35,NA,1,derecha,"c(-90.0227325875888, 14.6831276859824)"
8,35,NA,2,izquierda,"c(-90.0227896307236, 14.6816378142958)"
44,35,NA,3,izquierda,"c(-90.0209414331616, 14.6847996410091)"
48,35,NA,4,izquierda,"c(-90.0211296755059, 14.6854507619498)"
68,35,NA,5,derecha,"c(-90.0222020864371, 14.6858646089974)"
69,35,NA,6,izquierda,"c(-90.0224074417218, 14.6860301475971)"
74,35,NA,7,derecha,"c(-90.0223903287814, 14.6865598702737)"
79,35,NA,8,derecha,"c(-90.0239590149837, 14.6867474800805)"
81,35,NA,9,izquierda,"c(-90.0242556392837, 14.6869847510762)"
117,35,NA,10,derecha,"c(-90.020992771983, 14.6871833963629)"
122,35,NA,11,derecha,"c(-90.0203538888752, 14.6872440934979)"
129,35,NA,12,derecha,"c(-90.0200572645751, 14.6872661651791)"
162,35,NA,13,izquierda,"c(-90.0197321187077, 14.6886787481436)"
191,35,NA,14,izquierda,"c(-90.0213635523581, 14.6881048874153)"
197,35,NA,15,derecha,"c(-90.0220765915409, 14.6878731355402)"
243,35,NA,16,derecha,"c(-90.0235140785336, 14.6884414789867)"
244,35,NA,17,derecha,"c(-90.0241643702683, 14.6883697464002)"
259,35,NA,18,derecha,"c(-90.0228580824853, 14.6885959798624)"
260,35,NA,19,izquierda,"c(-90.0228866040526, 14.6888222130903)"
266,35,NA,20,izquierda,"c(-90.0226983617084, 14.6889656779428)"
5,36,NA,1,izquierda,"c(-89.9820542370651, 14.6499203682203)"
8,36,NA,2,derecha,"c(-89.9846382910637, 14.6487062153135)"
9,36,NA,3,derecha,"c(-89.9845527263618, 14.6486786208511)"
14,36,NA,4,izquierda,"c(-89.9842446934348, 14.648485459517)"
17,36,NA,5,derecha,"c(-89.9842389891213, 14.6487503664462)"
19,36,NA,6,derecha,"c(-89.9838168699251, 14.648584799653)"
20,36,NA,7,derecha,"c(-89.9837712354174, 14.6484909784146)"
25,36,NA,8,izquierda,"c(-89.9845584306752, 14.6477404070624)"
26,36,NA,9,izquierda,"c(-89.9844557530329, 14.6474810178358)"
43,36,NA,10,derecha,"c(-89.9830182660403, 14.6475472449015)"
44,36,NA,11,izquierda,"c(-89.9829669272191, 14.6476907368087)"
55,36,NA,12,izquierda,"c(-89.983063900548, 14.6467359619673)"
57,36,NA,13,izquierda,"c(-89.9834917240577, 14.6469346437798)"
59,36,NA,14,izquierda,"c(-89.9835886973866, 14.6474754989127)"
78,36,NA,15,derecha,"c(-89.9839822950155, 14.6464710526039)"
106,36,NA,16,izquierda,"c(-89.9842332848078, 14.6467249240836)"
121,36,NA,17,izquierda,"c(-89.9851802008427, 14.647232666161)"
25,36,NA,18,derecha,"c(-89.9849406196772, 14.6469677573977)"
138,36,NA,19,derecha,"c(-89.985049001633, 14.6463661925591)"
156,36,NA,20,derecha,"c(-89.9841990589271, 14.6473927150503)"
605,39,NA,1,derecha,"c(-90.0055089351187, 14.6286991679468)"
607,39,NA,2,izquierda,"c(-90.0055374566861, 14.6289144242668)"
611,39,NA,3,derecha,"c(-90.0060394362708, 14.6286715709674)"
614,39,NA,4,izquierda,"c(-90.0067867013344, 14.6289033854863)"
620,39,NA,5,izquierda,"c(-90.0064786684074, 14.6300403769627)"
624,39,NA,6,izquierda,"c(-90.0062619044958, 14.6306751026523)"
626,39,NA,7,derecha,"c(-90.0056458386419, 14.6306309478812)"
631,39,NA,8,izquierda,"c(-90.0063303562574, 14.6287543618951)"
632,39,NA,9,izquierda,"c(-90.0062961303766, 14.6289033854863)"
648,39,NA,10,derecha,"c(-90.0034496779587, 14.629173835449)"
653,39,NA,11,izquierda,"c(-90.003404043451, 14.6294166881928)"
706,39,NA,12,derecha,"c(-90.0067182495729, 14.6315250802662)"
532,39,NA,13,izquierda,"c(-90.0068551530958, 14.6274462615863)"
539,39,NA,14,izquierda,"c(-90.0071860032767, 14.6275952860655)"
544,39,NA,15,derecha,"c(-90.0066612064381, 14.6276725579779)"
575,39,NA,16,izquierda,"c(-90.0055374566859, 14.6283183293249)"
576,39,NA,17,derecha,"c(-90.0055887955071, 14.6279595677)"
588,39,NA,18,derecha,"c(-90.004995546907, 14.6277056745034)"
596,39,NA,19,izquierda,"c(-90.0052009021916, 14.628373523369)"
599,39,NA,20,derecha,"c(-90.0046247665319, 14.6284011203859)"
25,44,NA,1,derecha,"c(-89.8193356894826, 14.6826003236149)"
26,44,NA,2,izquierda,"c(-89.8192957592883, 14.6824678906677)"
42,44,NA,3,izquierda,"c(-89.821178182731, 14.6833121493316)"
46,44,NA,4,izquierda,"c(-89.8207674721617, 14.6835052799404)"
47,44,NA,5,derecha,"c(-89.8204822564886, 14.6834666538323)"
65,44,NA,6,derecha,"c(-89.8203111270847, 14.683091428427)"
76,44,NA,7,derecha,"c(-89.8195581577076, 14.6841398507396)"
83,44,NA,8,derecha,"c(-89.8198433733807, 14.6843440166051)"
88,44,NA,9,derecha,"c(-89.8209671231329, 14.6840460447374)"
94,44,NA,10,izquierda,"c(-89.8208131066694, 14.6843826425582)"
116,44,NA,11,izquierda,"c(-89.820721837654, 14.6850779085474)"
135,44,NA,12,derecha,"c(-89.8193071679153, 14.6853427711998)"
143,44,NA,13,derecha,"c(-89.8219767866158, 14.6855248640872)"
146,44,NA,14,izquierda,"c(-89.8213150862542, 14.6857179927414)"
155,44,NA,15,izquierda,"c(-89.8202369710097, 14.6855855616826)"
162,44,NA,16,izquierda,"c(-89.8207902894156, 14.685999408475)"
186,44,NA,17,izquierda,"c(-89.821115435283, 14.6854862383359)"
191,44,NA,18,derecha,"c(-89.8204537349213, 14.6863028956249)"
204,44,NA,19,izquierda,"c(-89.8196152008423, 14.6861870187628)"
218,44,NA,20,derecha,"c(-89.8212580431196, 14.6869705658715)"
88,48,NA,1,izquierda,"c(-90.0003477790486, 14.6400251909348)"
121,48,NA,2,derecha,"c(-89.9983797909039, 14.639114535789)"
124,48,NA,3,izquierda,"c(-89.9973416058537, 14.6404667193415)"
128,48,NA,4,derecha,"c(-89.9985965548155, 14.6394953556735)"
133,48,NA,5,derecha,"c(-89.9979405587673, 14.6402459552493)"
180,48,NA,6,izquierda,"c(-90.0037646628128, 14.6431158711151)"
188,48,NA,7,izquierda,"c(-90.0032569789146, 14.6429006287279)"
220,48,NA,8,izquierda,"c(-90.0006272904082, 14.6424756623688)"
248,48,NA,9,derecha,"c(-90.0028462683453, 14.6447770937132)"
258,48,NA,10,izquierda,"c(-90.0018594221162, 14.6438774963271)"
282,48,NA,11,derecha,"c(-90.0013061037103, 14.6435297981889)"
301,48,NA,12,izquierda,"c(-90.0001880582716, 14.6429116668042)"
339,48,NA,13,derecha,"c(-90.0023442887605, 14.6450254481697)"
362,48,NA,14,izquierda,"c(-89.9992696638041, 14.6410903767015)"
367,48,NA,15,derecha,"c(-89.9987847971597, 14.6413221781001)"
403,48,NA,16,izquierda,"c(-89.9967768788208, 14.6434801269813)"
407,48,NA,17,derecha,"c(-89.9967027227458, 14.6428895906511)"
426,48,NA,18,izquierda,"c(-89.99835697365, 14.6452462074504)"
438,48,NA,19,derecha,"c(-89.998961630877, 14.6440430666752)"
445,48,NA,20,derecha,"c(-89.9986478936366, 14.6443797259977)"
6,50,NA,1,izquierda,"c(-89.9872762599472, 14.6495871991283)"
37,50,NA,2,izquierda,"c(-89.9962890752184, 14.6460606128605)"
41,50,NA,3,derecha,"c(-89.9955589230951, 14.6460606128605)"
42,50,NA,4,izquierda,"c(-89.9965514736377, 14.6464910912195)"
45,50,NA,5,derecha,"c(-89.9965628822646, 14.6468111899641)"
58,50,NA,6,derecha,"c(-89.9954619497663, 14.6473520454016)"
65,50,NA,7,izquierda,"c(-89.9962434407107, 14.6475120942038)"
73,50,NA,8,izquierda,"c(-89.9935053702485, 14.6479315318895)"
90,50,NA,9,derecha,"c(-89.9936879082793, 14.6498245104077)"
92,50,NA,10,izquierda,"c(-89.9924614808848, 14.6498741801779)"
95,50,NA,11,izquierda,"c(-89.9965742908915, 14.6493719630944)"
99,50,NA,12,derecha,"c(-89.9961692846357, 14.6497748406263)"
104,50,NA,13,derecha,"c(-89.9963347097261, 14.649769321761)"
123,50,NA,14,izquierda,"c(-89.9957927999471, 14.6506302630673)"
125,50,NA,15,derecha,"c(-89.9958498430817, 14.6509503557674)"
205,50,NA,16,izquierda,"c(-89.9952908203624, 14.6519934132189)"
234,50,NA,17,izquierda,"c(-89.9949086313604, 14.6523024663252)"
315,50,NA,18,derecha,"c(-89.9943895388353, 14.6546369069579)"
358,50,NA,19,izquierda,"c(-89.9930490251715, 14.6561931868956)"
384,50,NA,20,izquierda,"c(-89.9915716079846, 14.656397378833)"
2,67,NA,1,izquierda,"c(-89.9470702298389, 14.7977154591888)"
3,67,NA,2,derecha,"c(-89.9472128376755, 14.797551052)"
6,67,NA,3,derecha,"c(-89.947366854139, 14.7978753976611)"
7,67,NA,4,izquierda,"c(-89.9472584721832, 14.7980849720325)"
8,67,NA,5,derecha,"c(-89.9471044557197, 14.7983717576862)"
12,67,NA,6,derecha,"c(-89.947982919993, 14.7982890310942)"
13,67,NA,7,izquierda,"c(-89.9478745380372, 14.7985868466776)"
17,67,NA,8,derecha,"c(-89.9487644109374, 14.7980739418075)"
21,67,NA,9,derecha,"c(-89.9493120250298, 14.7980684266947)"
22,67,NA,10,izquierda,"c(-89.9491637128798, 14.7982504253405)"
38,67,NA,11,derecha,"c(-89.9499337951972, 14.7978202464771)"
41,67,NA,12,izquierda,"c(-89.9495801277625, 14.7978809127787)"
53,67,NA,13,izquierda,"c(-89.9499280908838, 14.7988681165753)"
54,67,NA,14,izquierda,"c(-89.9496371708972, 14.799039084374)"
55,67,NA,15,izquierda,"c(-89.9502475324377, 14.799474775897)"
58,67,NA,16,izquierda,"c(-89.9508065551571, 14.7978147313579)"
64,67,NA,17,derecha,"c(-89.9512914218014, 14.797551052)"
65,67,NA,18,derecha,"c(-89.9511545182783, 14.7977540650377)"
68,67,NA,19,derecha,"c(-89.9524094672401, 14.7979305488311)"
69,67,NA,20,derecha,"c(-89.952272563717, 14.7976382474703)"
6,73,NA,21,derecha,"c(-89.9561085725212, 14.6571091265809)"
14,73,NA,22,derecha,"c(-89.9535188142091, 14.6610604661862)"
19,73,NA,23,izquierda,"c(-89.9578940226351, 14.6600505635431)"
21,73,NA,24,derecha,"c(-89.957745710485, 14.6603540866849)"
30,73,NA,25,derecha,"c(-89.9590691112084, 14.6601278240191)"
38,73,NA,26,derecha,"c(-89.9590291810142, 14.6607348696679)"
