id,cluster,observacio,name,elegir,geometry
39,73,NA,27,izquierda,"c(-89.9591090414026, 14.6608838715245)"
51,73,NA,28,izquierda,"c(-89.9607747009338, 14.6591399915941)"
56,73,NA,29,izquierda,"c(-89.9605522327087, 14.6595649256414)"
58,73,NA,30,izquierda,"c(-89.9601072962586, 14.6594766277254)"
63,73,NA,31,derecha,"c(-89.9602613127221, 14.6596642607543)"
64,73,NA,32,derecha,"c(-89.9604210334991, 14.6596918538333)"
67,73,NA,33,derecha,"c(-89.9607347707395, 14.6600119332949)"
71,73,NA,34,derecha,"c(-89.9610142820992, 14.659509739448)"
75,73,NA,35,derecha,"c(-89.9604096248721, 14.6609335387875)"
86,73,NA,36,izquierda,"c(-89.9617900687301, 14.6576168445993)"
93,73,NA,37,izquierda,"c(-89.9622235965533, 14.6580583375719)"
112,73,NA,38,derecha,"c(-89.9617615471628, 14.6587592058383)"
119,73,NA,39,derecha,"c(-89.9623605000764, 14.6593165876619)"
121,73,NA,40,izquierda,"c(-89.9625430381072, 14.6594379973759)"
122,73,NA,41,izquierda,"c(-89.9625088122265, 14.6595594070227)"
132,73,NA,42,izquierda,"c(-89.9612595675781, 14.6593276249114)"
162,73,NA,43,izquierda,"c(-89.9619041549995, 14.6635824431604)"
173,73,NA,44,izquierda,"c(-89.9621494404784, 14.6644709226591)"
176,73,NA,45,derecha,"c(-89.9610028734724, 14.6640901461725)"
198,73,NA,46,izquierda,"c(-89.9612823848321, 14.6639908130672)"
199,73,NA,47,izquierda,"c(-89.9598106719587, 14.6645868110235)"
202,73,NA,48,derecha,"c(-89.9572551395274, 14.6649289572655)"
216,73,NA,49,derecha,"c(-89.9588010084758, 14.665111067144)"
237,73,NA,50,izquierda,"c(-89.9574148603043, 14.6662975368866)"
239,73,NA,51,izquierda,"c(-89.9577514147986, 14.6658946897415)"
241,73,NA,52,derecha,"c(-89.9579054312621, 14.6660712803621)"
242,73,NA,53,derecha,"c(-89.9578712053813, 14.6661926863311)"
245,73,NA,54,izquierda,"c(-89.9579624743967, 14.6663747951585)"
247,73,NA,55,derecha,"c(-89.9579510657698, 14.6665679407189)"
259,73,NA,56,derecha,"c(-89.9576145112755, 14.6664023873918)"
265,73,NA,57,izquierda,"c(-89.9574661991255, 14.6671804869405)"
266,73,NA,58,izquierda,"c(-89.9575289465736, 14.6670425262293)"
271,73,NA,59,derecha,"c(-89.9579795873371, 14.6671418579501)"
275,73,NA,60,derecha,"c(-89.9581164908602, 14.6672798185987)"
1,84,NA,1,izquierda,"c(-90.0486178032671, 14.4405953196123)"
2,84,NA,2,izquierda,"c(-90.0487604111037, 14.4405897955167)"
3,84,NA,3,derecha,"c(-90.0488288628652, 14.4410869635656)"
8,84,NA,4,derecha,"c(-90.049787187527, 14.4406560846541)"
10,84,NA,5,izquierda,"c(-90.0495761279288, 14.4406726569353)"
11,84,NA,6,izquierda,"c(-90.0495932408692, 14.4408107592311)"
13,84,NA,7,izquierda,"c(-90.0481044150554, 14.4417277563009)"
18,84,NA,8,izquierda,"c(-90.0494848589134, 14.4417388044353)"
21,84,NA,9,izquierda,"c(-90.0490456267768, 14.4422083496412)"
22,84,NA,10,izquierda,"c(-90.0490912612845, 14.44228016235)"
23,84,NA,11,derecha,"c(-90.0491083742249, 14.4424072155473)"
24,84,NA,12,derecha,"c(-90.0496559883173, 14.441468124984)"
26,84,NA,13,derecha,"c(-90.0497985961539, 14.4412803063956)"
32,84,NA,14,derecha,"c(-90.0504717051425, 14.4424735041432)"
33,84,NA,15,derecha,"c(-90.0505972000387, 14.4426889419433)"
36,84,NA,16,izquierda,"c(-90.0486178032671, 14.4425784610462)"
37,84,NA,17,izquierda,"c(-90.0487661154171, 14.4428270429875)"
38,84,NA,18,derecha,"c(-90.0482584315189, 14.4429043795348)"
39,84,NA,19,derecha,"c(-90.0485607601325, 14.4429982881633)"
41,84,NA,20,izquierda,"c(-90.0488288628652, 14.4429817160553)"
47,84,NA,21,izquierda,"c(-90.0491597130461, 14.44318058127)"
48,84,NA,22,derecha,"c(-90.0493137295095, 14.4432413456058)"
51,84,NA,23,izquierda,"c(-90.0490285138364, 14.4435893592088)"
53,84,NA,24,izquierda,"c(-90.0484923083709, 14.4435396430131)"
55,84,NA,25,izquierda,"c(-90.0493479553903, 14.4437053636221)"
56,84,NA,26,izquierda,"c(-90.0491254871653, 14.4437495557637)"
57,84,NA,27,derecha,"c(-90.0489771750152, 14.4438489880501)"
62,84,NA,28,izquierda,"c(-90.0499982471251, 14.4439208002293)"
66,84,NA,29,izquierda,"c(-90.0499012737962, 14.4443903408296)"
69,84,NA,30,derecha,"c(-90.0490570354037, 14.4451802716033)"
70,84,NA,31,izquierda,"c(-90.0496788055712, 14.4451416037286)"
71,84,NA,32,izquierda,"c(-90.0501465592751, 14.4455061862798)"
75,84,NA,33,derecha,"c(-90.0499183867366, 14.4458928640901)"
76,84,NA,34,derecha,"c(-90.0499526126174, 14.4459536276849)"
77,84,NA,35,izquierda,"c(-90.0501807851559, 14.4458983880539)"
78,84,NA,36,izquierda,"c(-90.0501123333943, 14.4461745860714)"
82,84,NA,37,izquierda,"c(-90.0489030189402, 14.4467822205026)"
87,84,NA,38,derecha,"c(-90.0503861404406, 14.4472351832712)"
89,84,NA,39,derecha,"c(-90.0501066290809, 14.4474229968315)"
95,84,NA,40,derecha,"c(-90.050551565531, 14.4495883652464)"
1,85,NA,1,izquierda,"c(-90.0237945921346, 14.4946444465746)"
2,85,NA,2,derecha,"c(-90.0240969207481, 14.4949758113927)"
3,85,NA,3,izquierda,"c(-90.025956526937, 14.4960416981973)"
4,85,NA,4,derecha,"c(-90.0259736398774, 14.4962957430004)"
5,85,NA,5,derecha,"c(-90.025808214787, 14.496185288774)"
6,85,NA,6,derecha,"c(-90.0255971551889, 14.4962460386054)"
7,85,NA,7,izquierda,"c(-90.0254773646062, 14.4963123111297)"
9,85,NA,8,derecha,"c(-90.0256370853831, 14.4965442648086)"
10,85,NA,9,derecha,"c(-90.0253461653965, 14.4977205975856)"
11,85,NA,10,derecha,"c(-90.0254659559792, 14.4978144830311)"
13,85,NA,11,izquierda,"c(-90.0251864446195, 14.4978531417324)"
14,85,NA,12,derecha,"c(-90.0251693316792, 14.497980163132)"
16,85,NA,13,derecha,"c(-90.0262303339832, 14.495726903146)"
18,85,NA,14,izquierda,"c(-90.0270631637488, 14.4958815393674)"
19,85,NA,15,izquierda,"c(-90.0268521041507, 14.4958042212702)"
21,85,NA,16,derecha,"c(-90.0281184617394, 14.4967596501503)"
22,85,NA,17,derecha,"c(-90.0286546672049, 14.4969971260536)"
23,85,NA,18,derecha,"c(-90.0289855173858, 14.496991603361)"
24,85,NA,19,izquierda,"c(-90.0286546672049, 14.497223556329)"
26,85,NA,20,derecha,"c(-90.0279644452759, 14.4970910118056)"
27,85,NA,21,derecha,"c(-90.0278503590067, 14.4970854891154)"
28,85,NA,22,izquierda,"c(-90.0276621166624, 14.4969805579756)"
29,85,NA,23,derecha,"c(-90.0275480303931, 14.497068921044)"
30,85,NA,24,izquierda,"c(-90.0273711966758, 14.4969639898963)"
31,85,NA,25,izquierda,"c(-90.027793315872, 14.496875626786)"
32,85,NA,26,izquierda,"c(-90.0276792296028, 14.4967762182448)"
34,85,NA,27,izquierda,"c(-90.0269490774796, 14.4967927863381)"
35,85,NA,28,izquierda,"c(-90.0268292868968, 14.4968093544302)"
36,85,NA,29,izquierda,"c(-90.0268635127776, 14.496941899122)"
38,85,NA,30,derecha,"c(-90.0265782971045, 14.4971075798754)"
39,85,NA,31,derecha,"c(-90.0262075167294, 14.4970357848975)"
40,85,NA,32,derecha,"c(-90.0262075167294, 14.4965111285836)"
41,85,NA,33,derecha,"c(-90.0263273073121, 14.4967596501503)"
42,85,NA,34,izquierda,"c(-90.0261789951621, 14.4963067884201)"
43,85,NA,35,derecha,"c(-90.0286660758319, 14.497748210956)"
44,85,NA,36,izquierda,"c(-90.0290311518935, 14.4992945542091)"
46,85,NA,37,izquierda,"c(-90.0253975042178, 14.4988251297195)"
47,85,NA,38,izquierda,"c(-90.0253005308889, 14.4988582655985)"
48,85,NA,39,derecha,"c(-90.0252149661869, 14.4989466279181)"
49,85,NA,40,izquierda,"c(-90.0254659559793, 14.4989466279181)"
51,85,NA,41,derecha,"c(-90.0258538492948, 14.4993221673834)"
52,85,NA,42,derecha,"c(-90.0259565269371, 14.4994160521503)"
53,85,NA,43,izquierda,"c(-90.0257511716524, 14.4990294675608)"
54,85,NA,44,izquierda,"c(-90.0259337096833, 14.4990957392526)"
55,85,NA,45,izquierda,"c(-90.0259394139967, 14.4997584550806)"
56,85,NA,46,izquierda,"c(-90.0258481449813, 14.4998909980083)"
57,85,NA,47,izquierda,"c(-90.0244334752425, 14.4999241337278)"
58,85,NA,48,derecha,"c(-90.0244448838695, 14.5000180182396)"
59,85,NA,49,izquierda,"c(-90.0242395285848, 14.5001560836258)"
61,85,NA,50,izquierda,"c(-90.0221631584844, 14.5026136331034)"
62,85,NA,51,derecha,"c(-90.0234694462674, 14.502679903723)"
64,85,NA,52,derecha,"c(-90.0234409247001, 14.5032045454286)"
65,85,NA,53,derecha,"c(-90.0235150807751, 14.5034972397348)"
70,85,NA,54,derecha,"c(-90.02329261255, 14.5038617264433)"
71,85,NA,55,izquierda,"c(-90.0254032085312, 14.5025252722464)"
72,85,NA,56,izquierda,"c(-90.0229674666825, 14.5049496604759)"
73,85,NA,57,izquierda,"c(-90.01859796257, 14.5047950305838)"
75,85,NA,58,izquierda,"c(-90.0185865539431, 14.5049772729452)"
76,85,NA,59,derecha,"c(-90.0187006402124, 14.504911003013)"
77,85,NA,60,derecha,"c(-90.0220376635881, 14.5028455801853)"
9,106,NA,1,derecha,"c(-90.0108391438529, 14.6235854747646)"
13,106,NA,2,izquierda,"c(-90.0116145530712, 14.6231637426755)"
14,106,NA,3,derecha,"c(-90.011036797183, 14.6233157624754)"
15,106,NA,4,derecha,"c(-90.0108644840234, 14.6233893204053)"
16,106,NA,5,derecha,"c(-90.0107935315459, 14.6234530705913)"
17,106,NA,6,derecha,"c(-90.0148428907971, 14.6229528763272)"
19,106,NA,7,izquierda,"c(-90.0149847957521, 14.6231441272098)"
20,106,NA,8,derecha,"c(-90.0158463615502, 14.6234236474308)"
23,106,NA,9,izquierda,"c(-90.0158514295843, 14.624080763742)"
29,106,NA,10,derecha,"c(-90.0169866692242, 14.6232961470232)"
30,106,NA,11,izquierda,"c(-90.0167535396553, 14.6235462439067)"
33,106,NA,12,izquierda,"c(-90.0177316702379, 14.6235266284752)"
37,106,NA,13,izquierda,"c(-90.0176708538286, 14.6233795126827)"
38,106,NA,14,izquierda,"c(-90.0174073160551, 14.6234530705913)"
39,106,NA,15,izquierda,"c(-90.017452928362, 14.6236786480238)"
41,106,NA,16,derecha,"c(-90.0177772825448, 14.623732590419)"
42,106,NA,17,izquierda,"c(-90.017594833317, 14.6231196078752)"
43,106,NA,18,derecha,"c(-90.0175999013511, 14.6230313382479)"
47,106,NA,19,derecha,"c(-90.0181269768982, 14.622673355507)"
49,106,NA,20,izquierda,"c(-90.0182029974098, 14.6229136453564)"
78,109,NA,1,izquierda,"c(-90.0085410263476, 14.6276741992921)"
88,109,NA,2,derecha,"c(-90.0098986529518, 14.6273595920526)"
102,109,NA,3,izquierda,"c(-90.009174205142, 14.6273871891969)"
104,109,NA,4,izquierda,"c(-90.0089916671112, 14.6274479029022)"
111,109,NA,5,derecha,"c(-90.0090772318131, 14.6270891398548)"
114,109,NA,6,izquierda,"c(-90.007953482061, 14.6279888060808)"
116,109,NA,7,izquierda,"c(-90.007634040507, 14.6280771166772)"
121,109,NA,8,derecha,"c(-90.0078850302994, 14.6283254900393)"
124,109,NA,9,izquierda,"c(-90.0078907346129, 14.6284524363159)"
126,109,NA,10,derecha,"c(-90.0080447510764, 14.6284965915253)"
137,109,NA,11,derecha,"c(-90.0110965587789, 14.627061542673)"
147,109,NA,12,derecha,"c(-90.013081659864, 14.6267579734444)"
149,109,NA,13,derecha,"c(-90.0133383539698, 14.6268407650939)"
152,109,NA,14,derecha,"c(-90.0130987728044, 14.6270449843623)"
161,109,NA,15,derecha,"c(-90.0138289249276, 14.6252180430744)"
163,109,NA,16,izquierda,"c(-90.0136634998372, 14.6253781080245)"
166,109,NA,17,derecha,"c(-90.0134980747468, 14.625681679161)"
182,109,NA,18,izquierda,"c(-90.0154204283838, 14.6249310297684)"
196,109,NA,19,izquierda,"c(-90.0081873589129, 14.6304835667561)"
197,109,NA,20,derecha,"c(-90.0078279871648, 14.6285462661253)"
1,116,NA,1,derecha,"c(-90.0838243022515, 14.581803876241)"
30,116,NA,2,derecha,"c(-90.0911144148569, 14.58175419108)"
37,116,NA,3,derecha,"c(-90.0922952077437, 14.5810475564665)"
44,116,NA,4,izquierda,"c(-90.0923750681322, 14.5822400010617)"
73,116,NA,5,derecha,"c(-90.0927116226265, 14.5832005767349)"
78,116,NA,6,izquierda,"c(-90.0921468955937, 14.5829963167414)"
88,116,NA,7,izquierda,"c(-90.0926089449842, 14.5848622523456)"
90,116,NA,8,izquierda,"c(-90.0913425873954, 14.5830625632465)"
93,116,NA,9,izquierda,"c(-90.0913026572012, 14.5827313305215)"
95,116,NA,10,derecha,"c(-90.0912456140666, 14.5822123982506)"
100,116,NA,11,izquierda,"c(-90.0920271050109, 14.5852542072234)"
109,116,NA,12,derecha,"c(-90.0899507349105, 14.5847518423949)"
113,116,NA,13,izquierda,"c(-90.0897339709989, 14.5852983711096)"
136,116,NA,14,izquierda,"c(-90.0894202337584, 14.5860822786149)"
140,116,NA,15,izquierda,"c(-90.0885303608583, 14.585568874719)"
143,116,NA,16,izquierda,"c(-90.088958184368, 14.5859773897442)"
151,116,NA,17,derecha,"c(-90.0891635396526, 14.5864852722321)"
155,116,NA,18,izquierda,"c(-90.0895799545354, 14.5867171312393)"
201,116,NA,19,derecha,"c(-90.0842064912535, 14.5916523579024)"
231,116,NA,20,izquierda,"c(-90.0874522456138, 14.5901177019572)"
23,138,NA,1,izquierda,"c(-90.0278075035445, 14.6157198687968)"
24,138,NA,2,izquierda,"c(-90.0278588423657, 14.6156094743342)"
25,138,NA,3,izquierda,"c(-90.0278075035445, 14.6158468223601)"
29,138,NA,4,derecha,"c(-90.0276249655137, 14.616310478229)"
39,138,NA,5,derecha,"c(-90.0263015647904, 14.6176076055216)"
46,138,NA,6,derecha,"c(-90.0256284558017, 14.6177179989801)"
51,138,NA,7,derecha,"c(-90.0251036589631, 14.6190371965167)"
66,138,NA,8,derecha,"c(-90.0248583734842, 14.6195560419127)"
73,138,NA,9,derecha,"c(-90.0246644268265, 14.6192800604717)"
75,138,NA,10,izquierda,"c(-90.0237403280455, 14.619699552125)"
82,138,NA,11,izquierda,"c(-90.027727643156, 14.6205440526289)"
84,138,NA,12,derecha,"c(-90.0273055239598, 14.6205440526289)"
99,138,NA,13,derecha,"c(-90.0187262365118, 14.6228236358155)"
102,138,NA,14,izquierda,"c(-90.0195533619639, 14.6228236358155)"
112,138,NA,15,izquierda,"c(-90.0205002779987, 14.6227849990095)"
129,138,NA,16,izquierda,"c(-90.0248469648573, 14.6235632533634)"
130,138,NA,17,izquierda,"c(-90.025274788367, 14.623635007172)"
137,138,NA,18,derecha,"c(-90.0260049404903, 14.6240048148909)"
148,138,NA,19,izquierda,"c(-90.0283551176369, 14.6240324124569)"
150,138,NA,20,derecha,"c(-90.0281554666658, 14.6235963705087)"
1,144,NA,1,derecha,"c(-90.0756944698234, 14.518097554089)"
5,144,NA,2,derecha,"c(-90.0788147292875, 14.522366147393)"
16,144,NA,3,izquierda,"c(-90.0765957513505, 14.5230343156031)"
21,144,NA,4,derecha,"c(-90.0752324204329, 14.5233159396159)"
32,144,NA,5,derecha,"c(-90.0786321912567, 14.5253535614955)"
36,144,NA,6,derecha,"c(-90.0791741010356, 14.5254363912561)"
41,144,NA,7,derecha,"c(-90.0794707253357, 14.5253093856105)"
42,144,NA,8,derecha,"c(-90.079584811605, 14.5252817756779)"
45,144,NA,9,derecha,"c(-90.0802179903993, 14.524812406296)"
46,144,NA,10,izquierda,"c(-90.0799727049204, 14.5243540799384)"
47,144,NA,11,derecha,"c(-90.080115312757, 14.523774268125)"
48,144,NA,12,izquierda,"c(-90.0802978507878, 14.5237687461004)"
53,144,NA,13,derecha,"c(-90.0808511691937, 14.5237687461004)"
56,144,NA,14,izquierda,"c(-90.0811192719265, 14.524089023298)"
59,144,NA,15,derecha,"c(-90.080953846836, 14.5243927340052)"
60,144,NA,16,derecha,"c(-90.0812390625092, 14.524343035918)"
61,144,NA,17,derecha,"c(-90.0816383644515, 14.5261211160889)"
64,144,NA,18,izquierda,"c(-90.0816611817054, 14.5265186972769)"
65,144,NA,19,izquierda,"c(-90.0817980852285, 14.526601526601)"
66,144,NA,20,izquierda,"c(-90.0819406930651, 14.5266677900381)"
2,148,NA,1,derecha,"c(-90.0081616709342, 14.5818365029754)"
3,148,NA,2,derecha,"c(-90.0079334983956, 14.5831724773472)"
4,148,NA,3,izquierda,"c(-90.0082301226957, 14.5834926683481)"
5,148,NA,4,izquierda,"c(-90.0095877492999, 14.5827694776672)"
9,148,NA,5,izquierda,"c(-90.0101467720192, 14.5831117514152)"
13,148,NA,6,derecha,"c(-90.0101581806461, 14.5846574971996)"
14,148,NA,7,izquierda,"c(-90.0102437453481, 14.5846685382019)"
16,148,NA,8,derecha,"c(-90.0104433963193, 14.5845691691614)"
24,148,NA,9,derecha,"c(-90.0106259343501, 14.5842545002372)"
27,148,NA,10,izquierda,"c(-90.0100897288846, 14.5844532385574)"
41,148,NA,11,derecha,"c(-90.0134780910815, 14.5848562351562)"
57,148,NA,12,derecha,"c(-90.0174425889381, 14.5854358865048)"
58,148,NA,13,izquierda,"c(-90.0174140673708, 14.5855959804179)"
61,148,NA,14,izquierda,"c(-90.0158111552878, 14.5869319319817)"
63,148,NA,15,izquierda,"c(-90.0156115043166, 14.586600705077)"
65,148,NA,16,derecha,"c(-90.0145333890721, 14.5866062255295)"
67,148,NA,17,derecha,"c(-90.0161990486032, 14.5875778230126)"
72,148,NA,18,izquierda,"c(-90.0155031223608, 14.5878538442427)"
74,148,NA,19,izquierda,"c(-90.0155487568685, 14.5875336595837)"
79,148,NA,20,izquierda,"c(-90.0124570189717, 14.5866448686931)"
29,154,NA,1,derecha,"c(-89.9800036077267, 14.6134553569871)"
40,154,NA,2,izquierda,"c(-89.9852173502317, 14.6154038302027)"
42,154,NA,3,derecha,"c(-89.9854455227702, 14.6157791715003)"
54,154,NA,4,izquierda,"c(-89.9787942932726, 14.6191020179616)"
55,154,NA,5,izquierda,"c(-89.9789939442437, 14.6190964983248)"
59,154,NA,6,derecha,"c(-89.9758052330181, 14.6207468635581)"
78,154,NA,7,izquierda,"c(-89.975816641645, 14.6210283627446)"
162,154,NA,8,izquierda,"c(-89.9787087285706, 14.6224965683392)"
163,154,NA,9,izquierda,"c(-89.9786916156302, 14.6222923448405)"
165,154,NA,10,izquierda,"c(-89.9787885889591, 14.6225683224964)"
193,154,NA,11,derecha,"c(-89.9780869584032, 14.6233134604352)"
194,154,NA,12,izquierda,"c(-89.9783778783898, 14.6235563196615)"
205,154,NA,13,derecha,"c(-89.9769917302183, 14.6232472260541)"
211,154,NA,14,izquierda,"c(-89.9769518000241, 14.6235287220357)"
212,154,NA,15,izquierda,"c(-89.9774024407876, 14.6233907338545)"
219,154,NA,16,izquierda,"c(-89.9777504039089, 14.6238212566929)"
225,154,NA,17,derecha,"c(-89.978577529361, 14.6241193104713)"
250,154,NA,18,derecha,"c(-89.9756112863603, 14.6238598933167)"
258,154,NA,19,izquierda,"c(-89.9757595985104, 14.6241689860616)"
262,154,NA,20,derecha,"c(-89.9750978981487, 14.6232527455866)"
5,159,NA,1,derecha,"c(-90.1001157542905, 14.5497708754444)"
12,159,NA,2,izquierda,"c(-90.1008459064137, 14.5499033884014)"
24,159,NA,3,izquierda,"c(-90.1016159887312, 14.5505438665724)"
64,159,NA,4,derecha,"c(-90.1023746624218, 14.5496383624078)"
70,159,NA,5,derecha,"c(-90.1024830443775, 14.5489481890562)"
79,159,NA,6,izquierda,"c(-90.1040060960721, 14.5487162903258)"
95,159,NA,7,izquierda,"c(-90.1028195988719, 14.5496107555151)"
119,159,NA,8,derecha,"c(-90.1024944530045, 14.5518248173394)"
123,159,NA,9,izquierda,"c(-90.1023347322275, 14.551118086801)"
128,159,NA,10,derecha,"c(-90.1019240216582, 14.5509634891941)"
143,159,NA,11,derecha,"c(-90.1028195988719, 14.5534812081716)"
146,159,NA,12,derecha,"c(-90.1019810647928, 14.5535088145801)"
147,159,NA,13,derecha,"c(-90.1024202969295, 14.5538014422984)"
148,159,NA,14,derecha,"c(-90.102414592616, 14.5539008252089)"
165,159,NA,15,derecha,"c(-90.1015133110889, 14.5548504818734)"
181,159,NA,16,derecha,"c(-90.0967616179744, 14.5569871944262)"
187,159,NA,17,izquierda,"c(-90.1023290279141, 14.5560044196461)"
194,159,NA,18,derecha,"c(-90.1030705886642, 14.5571362666228)"
196,159,NA,19,izquierda,"c(-90.1027853729911, 14.5579699648288)"
204,159,NA,20,izquierda,"c(-90.1032417180681, 14.5588257444789)"
17,165,NA,1,derecha,"c(-90.1320560748178, 14.54908184706)"
19,165,NA,2,izquierda,"c(-90.1332710935853, 14.5489658977954)"
33,165,NA,3,derecha,"c(-90.1324496724467, 14.5524333066234)"
34,165,NA,4,izquierda,"c(-90.1325751673429, 14.5525161262319)"
36,165,NA,5,izquierda,"c(-90.1322899516697, 14.5526210310248)"
37,165,NA,6,izquierda,"c(-90.1321473438332, 14.5526983292613)"
42,165,NA,7,derecha,"c(-90.1345146339202, 14.5522179754958)"
45,165,NA,8,izquierda,"c(-90.1369903059631, 14.5521572410372)"
47,165,NA,9,izquierda,"c(-90.132478194014, 14.5527977126684)"
53,165,NA,10,izquierda,"c(-90.1316852944427, 14.5528915747341)"
55,165,NA,11,izquierda,"c(-90.1344689994125, 14.5537418528043)"
59,165,NA,12,izquierda,"c(-90.1352561946704, 14.5535927783146)"
61,165,NA,13,izquierda,"c(-90.1357239483743, 14.5544982662563)"
63,165,NA,14,izquierda,"c(-90.1351135868338, 14.5552160284483)"
66,165,NA,15,derecha,"c(-90.1336760998412, 14.5560166066006)"
73,165,NA,16,izquierda,"c(-90.129409273371, 14.5551552948148)"
82,165,NA,17,izquierda,"c(-90.1344119562779, 14.5570821992213)"
92,165,NA,18,derecha,"c(-90.1360662071821, 14.5589483542103)"
93,165,NA,19,derecha,"c(-90.1359635295397, 14.5588655370159)"
95,165,NA,20,izquierda,"c(-90.136300084034, 14.5568723938272)"
